Table with column headers in row 3,,,,
State Postal Code,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
SD,Miller Area School District 29-4,"2,849",474,37
SD,Mitchell School District 17-2,"18,859","3,216",403
SD,Mobridge-Pollock School District 62-6,"4,116",688,157
SD,Montrose School District 43-2,"1,006",200,14
SD,Mount Vernon School District 17-3,925,183,24
SD,New Underwood School District 51-3,"1,222",211,24
SD,Newell School District 09-2,"2,233",392,72
SD,Northwestern Area School District 56-7,"1,643",259,32
SD,Oelrichs School District 23-3,405,70,22
SD,Oglala Lakota County School District 65-1,"13,519","3,714","1,560"
SD,Oldham-Ramona School District 39-5,805,132,8
SD,Parker School District 60-4,"2,321",467,21
SD,Parkston School District 33-3,"2,970",611,65
SD,Pierre School District 32-2,"16,722","2,998",261
SD,Plankinton School District 01-1,"1,316",238,17
SD,Platte-Geddes School District 11-5,"3,238",697,93
SD,Rapid City School District 51-4,"103,844","16,092","2,712"
SD,Redfield School District 56-4,"3,260",506,67
SD,Rosholt School District 54-4,857,169,19
SD,Rutland School District 39-4,620,121,15
SD,Sanborn Central School District 55-5,"1,263",253,35
SD,Scotland School District 04-3,"1,733",297,41
SD,Selby School District 62-5,"1,566",217,24
SD,Sioux Falls School District 49-5,"168,887","28,816","3,181"
SD,Sioux Valley School District 05-5,"3,820",710,40
SD,Sisseton School District 54-2,"7,897","1,799",416
SD,Smee School District 15-3,492,139,76
SD,South Central School District 26-5,807,168,38
SD,Spearfish School District 40-2,"18,291","2,339",220
SD,Stanley County School District 57-1,"2,999",540,55
SD,Summit School District 54-6,640,143,28
SD,Tea Area School District 41-5,"9,673","2,223",105
SD,Timber Lake School District 20-3,"1,383",327,61
SD,Todd County School District 66-1,"9,220","2,812","1,118"
SD,Tri-Valley School District 49-6,"6,182","1,233",59
SD,Tripp-Delmont School District 33-5,"1,341",259,45
SD,Vermillion School District 13-1,"13,639","1,700",237
SD,Viborg Hurley School District 60-6,"2,384",439,47
SD,Wagner School District 11-4,"3,983",926,257
SD,Wall School District 51-5,"1,550",277,38
SD,Warner School District 06-5,"1,055",241,12
SD,Watertown School District 14-4,"26,594","4,530",410
SD,Waubay School District 18-3,"1,107",228,69
SD,Waverly School District 14-5,999,198,16
SD,Webster School District 18-5,"3,573",591,91
SD,Wessington Springs School District 36-2,"1,542",259,48
SD,West Central School District 49-7,"7,224","1,631",63
SD,White Lake School District 01-3,709,118,23
SD,White River School District 47-1,"1,594",373,149
SD,Willow Lake School District 12-3,"1,316",299,42
SD,Wilmot School District 54-7,"1,519",247,45
SD,Winner School District 59-2,"4,598",750,163
SD,Wolsey-Wessington School District 02-6,"1,387",303,39
SD,Woonsocket School District 55-4,"1,235",202,34
SD,Yankton School District 63-3,"21,176","3,267",376
TN,Alamo City School District,"4,092",400,89
TN,Alcoa City School District,"11,360","1,861",225
TN,Anderson County School District,"50,514","7,074","1,105"
TN,Arlington Community School District,"28,344","4,562",162
TN,Athens City Schools,"14,465","1,491",396
TN,Bartlett City School District,"56,938","10,544",871
TN,Bedford County School District,"51,950","9,420","1,514"
TN,Bells City School District,"3,702",334,70
TN,Benton County School District,"16,002","2,451",569
TN,Bledsoe County School District,"14,798","1,573",464
TN,Blount County School District,"95,588","13,040","1,383"
TN,Bradford Special School District,"3,325",580,98
TN,Bradley County School District,"61,839","10,220","1,464"
TN,Bristol City School District,"27,381","3,917",804
TN,Campbell County School District,"39,584","5,946","1,398"
TN,Cannon County School District,"14,788","2,279",373
TN,Carter County School District,"41,844","5,627","1,195"
TN,Cheatham County School District,"41,830","6,525",663
TN,Chester County School District,"17,609","2,833",545
TN,Claiborne County School District,"32,431","4,572","1,118"
TN,Clarksville-Montgomery County School System,"227,409","42,671","5,941"
TN,Clay County School District,"7,620","1,170",292
TN,Cleveland City School District,"48,777","7,428","1,392"
TN,Clinton City School District,"10,289",808,148
TN,Cocke County School District,"36,879","4,767","1,330"
TN,Coffee County School District,"40,276","5,414",871
TN,Collierville School District,"50,556","10,718",436
TN,Crockett County School District,"13,888","1,729",344
TN,Cumberland County School District,"63,522","7,993","1,538"
TN,Dayton City Elementary School District,"7,260",813,200
TN,DeKalb County School District,"21,003","3,322",659
TN,Decatur County School District,"11,564","1,789",345
TN,Dickson County School District,"55,761","9,172","1,171"
TN,Dyer County School District,"20,441","3,571",601
TN,Dyersburg City School District,"15,969","2,792",829
TN,Elizabethton City School District,"14,566","1,915",478
TN,Etowah City School District,"3,701",413,106
TN,Fayette County School District,"43,630","5,634",844
TN,Fayetteville City School District,"7,205","1,145",298
TN,Fentress County School District,"19,332","2,920",859
TN,Fort Campbell Schools,"7,792","1,629",88
TN,Franklin County School District,"42,415","6,078",970
TN,Franklin Special School District,"42,993","4,146",278
TN,Germantown Municipal School District,"40,727","8,122",280
TN,Gibson County School District,"19,900","4,037",416
TN,Giles County School District,"30,554","4,787",966
TN,Grainger County School District,"24,277","3,456",767
TN,Greene County School District,"55,588","7,627","1,528"
TN,Greeneville City School District,"15,817","2,441",549
TN,Grundy County School District,"13,783","2,113",555
TN,Hamblen County School District,"65,168","11,214","1,815"
TN,Hamilton County School District,"374,682","55,959","8,848"
TN,Hancock County School District,"6,845","1,097",380
TN,Hardeman County School District,"25,529","3,692",943
TN,Hardin County School District,"27,077","4,127","1,092"
TN,Hawkins County School District,"55,262","7,527","1,544"
TN,Haywood County School District,"17,550","2,848",863
TN,Henderson County School District,"27,929","3,825",713
TN,Henry County School District,"32,379","3,633",722
TN,Hickman County School District,"25,455","3,872",731
TN,Hollow Rock-Bruceton Special School District,"3,802",632,176
TN,Houston County School District,"8,219","1,288",281
TN,Humboldt City School District,"7,841","1,265",344
TN,Humphreys County School District,"19,106","3,073",470
TN,Huntingdon Special School District,"7,808","1,324",280
TN,Jackson County School District,"11,989","1,648",381
TN,Jackson-Madison County School System,"99,245","16,003","3,059"
TN,Jefferson County School District,"56,727","8,102","1,264"
TN,Johnson City School District,"66,661","8,810","1,616"
TN,Johnson County School District,"18,086","2,224",580
TN,Kingsport City School District,"55,922","8,254","1,797"
TN,Knox County School District,"494,574","75,096","8,318"
TN,Lake County School District,"6,507",695,275
TN,Lakeland School System District,"13,744","2,085",129
TN,Lauderdale County School District,"24,793","4,031",939
TN,Lawrence County School District,"45,415","8,436","1,322"
TN,Lebanon Special School District,"41,450","4,605",612
TN,Lenoir City School District,"10,485","1,900",358
TN,Lewis County School District,"12,957","2,128",378
TN,Lexington City School System,"7,986",879,204
TN,Lincoln County School District,"28,799","4,943",686
TN,Loudon County School District,"47,696","6,264",824
TN,Macon County School District,"26,229","4,748",859
TN,Manchester City School District,"12,470","1,630",347
TN,Marion County School District,"28,106","4,185",825
TN,Marshall County School District,"35,878","6,120",842
TN,Maryville City School District,"33,010","5,811",396
TN,Maury County School District,"108,159","17,675","2,454"
TN,McKenzie Special School District,"7,584","1,169",274
TN,McMinn County School District,"54,719","6,607","1,197"
TN,McNairy County School District,"25,988","4,182",889
TN,Meigs County School District,"13,272","2,027",414
TN,Metropolitan Nashville Public School District,"708,144","95,923","19,490"
TN,Milan Special School District,"11,120","2,063",401
TN,Millington Municipal School District,"16,363","2,706",479
TN,Monroe County School District,"47,740","5,743",984
TN,Moore County School District,"6,742",986,132
TN,Morgan County School District,"21,224","3,068",621
TN,Murfreesboro City School District,"161,557","14,692","1,578"
TN,Newport City School District,"7,036",808,365
TN,Oak Ridge City School District,"32,161","5,119",693
TN,Obion County School District,"19,457","2,976",544
TN,Oneida Special School District,"2,950",481,162
TN,Overton County School District,"23,044","3,562",643
TN,Paris Special School District,"11,836","1,316",405
TN,Perry County School District,"8,685","1,409",322
TN,Pickett County School District,"5,107",665,149
TN,Polk County School District,"17,863","2,513",480
TN,Putnam County School District,"82,382","12,367","2,423"
TN,Rhea County School District,"33,730","4,616",833
TN,Richard City Special School District,988,185,42
TN,Roane County School District,"51,319","7,206","1,345"
TN,Robertson County School District,"75,470","13,080","1,606"
TN,Rogersville City Schools,"4,780",503,151
TN,Rutherford County School District,"360,619","50,460","4,400"
TN,Scott County School District,"19,085","3,336",815
TN,Sequatchie County School District,"16,909","2,476",586
TN,Sevier County School District,"98,789","14,736","1,881"
TN,Shelby County School District,"723,442","128,038","34,121"
TN,Smith County School District,"20,489","3,460",493
TN,South Carroll Special School District,"2,379",427,72
TN,Stewart County School District,"14,035","2,214",374
TN,Sullivan County School District,"80,298","11,034","2,003"
TN,Sumner County School District,"203,858","34,863","3,018"
TN,Sweetwater City School District,"13,064","1,472",332
TN,Tipton County School District,"61,656","11,005","1,604"
TN,Trenton Special School District,"8,651","1,387",260
TN,Trousdale County School District,"12,111","1,673",256
TN,Tullahoma City School District,"20,979","3,730",783
TN,Unicoi County School District,"17,674","2,352",458
TN,Union City School District,"10,937","1,905",523
TN,Union County School District,"20,452","3,228",653
TN,Van Buren County School District,"6,429",985,222
TN,Warren County School District,"42,026","7,108","1,367"
TN,Washington County School District,"69,511","9,816","1,250"
TN,Wayne County School District,"16,308","2,009",432
TN,Weakley County School District,"33,063","4,551","1,030"
TN,West Carroll Special District,"6,885","1,126",224
TN,White County School District,"28,064","4,459",892
TN,Williamson County School District,"260,815","48,762","1,339"
TN,Wilson County School District,"158,555","22,615","1,564"
TX,Abbott Independent School District,"1,082",185,18
TX,Abernathy Independent School District,"3,476",774,147
TX,Abilene Independent School District,"105,506","17,290","3,505"
TX,Academy Independent School District,"9,120","2,076",216
TX,Adrian Independent School District,251,31,9
TX,Agua Dulce Independent School District,"1,490",332,58
TX,Alamo Heights Independent School District,"32,043","5,588",369
TX,Alba-Golden Independent School District,"6,046",911,164
TX,Albany Independent School District,"2,467",442,82
TX,Aldine Independent School District,"303,030","65,881","22,035"
TX,Aledo Independent School District,"35,576","8,509",338
TX,Alice Independent School District,"24,120","4,815","1,662"
TX,Alief Independent School District,"276,778","50,737","17,586"
TX,Allen Independent School District,"121,205","23,744",774
TX,Alpine Independent School District,"7,943","1,081",194
TX,Alto Independent School District,"3,360",624,152
TX,Alvarado Independent School District,"22,928","4,278",657
TX,Alvin Independent School District,"136,773","27,049","2,932"
TX,Alvord Independent School District,"4,572",839,71
TX,Amarillo Independent School District,"168,506","32,770","6,451"
TX,Amherst Independent School District,914,191,40
TX,Anahuac Independent School District,"7,479","1,319",241
TX,Anderson-Shiro Consolidated Independent School District,"4,056",752,137
TX,Andrews Independent School District,"18,334","4,234",605
TX,Angleton Independent School District,"42,835","7,054","1,178"
TX,Anna Independent School District,"22,395","4,646",266
TX,Anson Independent School District,"3,802",638,131
TX,Anthony Independent School District,"3,886",888,229
TX,Anton Independent School District,"1,153",228,50
TX,Apple Springs Independent School District,"1,124",181,38
TX,Aquilla Independent School District,"1,538",268,41
TX,Aransas County Independent School District,"22,623","3,029",865
TX,Aransas Pass Independent School District,"11,305","1,820",512
TX,Archer City Independent School District,"2,728",462,64
TX,Argyle Independent School District,"17,866","4,431",121
